4.2,104,2.142857142857143
4.3,103,2.0930232558139537
4.3,103,2.0930232558139537
4.3,103,2.0930232558139537
4.3,103,1.8604651162790697
4.3,103,1.8604651162790697
4.3,103,1.627906976744186
4.3,103,1.627906976744186
4.3,103,1.627906976744186
4.3,102,2.0930232558139537
4.3,102,2.0930232558139537
4.3,102,2.0930232558139537
4.3,102,2.0930232558139537
4.3,102,1.3953488372093024
4.3,102,2.0930232558139537
4.3,102,2.7906976744186047
4.5,103,2.6666666666666665
4.5,103,1.7777777777777777
4.5,103,1.7777777777777777
4.5,103,1.7777777777777777
4.7,103,1.702127659574468
4.8,104,1.875
4.8,104,1.875
4.8,104,2.0833333333333335
4.8,104,2.0833333333333335
5,104,1.8
5,104,1.8
5,104,1.8
5,104,2
5.2,105,1.923076923076923
5.2,105,1.1538461538461537
5.2,105,1.5384615384615383
5.2,105,1.923076923076923
5.4,105,2.0370370370370368
5.4,105,2.0370370370370368
5.4,105,1.4814814814814814
5.4,105,1.6666666666666665
5.5,106,1.8181818181818181
5.5,106,1.8181818181818181
5.5,106,1.6363636363636365
5.5,106,1.6363636363636365
5.8,107,1.5517241379310345
5.8,107,1.7241379310344829
5.8,107,1.7241379310344829
5.9,107,1.694915254237288
5.9,107,1.3559322033898304
5.9,107,1.5254237288135593
5.9,107,1.5254237288135593
5.8,107,1.5517241379310345
5.8,107,1.5517241379310345
5.8,107,1.5517241379310345
5.8,107,1.7241379310344829
5.8,107,1.7241379310344829
5.8,107,1.5517241379310345
5.8,107,1.5517241379310345
5.8,107,1.5517241379310345
3.7,103,2.162162162162162
3.7,103,2.4324324324324325
3.7,103,2.4324324324324325
3.7,103,2.4324324324324325
3.7,101,2.7027027027027026
3.7,101,2.7027027027027026
3.7,101,2.972972972972973
3.7,101,2.4324324324324325
3.7,101,2.4324324324324325
3.6,100,2.5
3.6,100,2.5
3.6,100,1.6666666666666665
3.6,100,1.9444444444444444
3.6,99,1.9444444444444444
3.6,99,1.9444444444444444
3.6,99,1.9444444444444444
3.6,99,2.7777777777777777
3.6,98,2.7777777777777777
3.6,98,2.5
3.6,98,2.5
3.6,98,3.0555555555555554
3.6,98,2.2222222222222223
3.6,98,2.2222222222222223
3.6,98,2.2222222222222223
3.6,98,2.5
3.7,98,2.4324324324324325
3.7,98,1.8918918918918919
3.7,98,2.162162162162162
3.7,98,2.162162162162162
3.7,98,2.4324324324324325
3.7,98,2.4324324324324325
3.7,98,2.162162162162162
3.7,98,2.7027027027027026
3.7,99,2.7027027027027026
3.7,99,2.162162162162162
3.7,99,2.7027027027027026
3.7,99,2.7027027027027026
3.7,99,2.4324324324324325
3.7,99,1.8918918918918919
3.8,99,2.8947368421052633
3.8,99,1.842105263157895
3.8,99,2.1052631578947367
3.8,99,2.1052631578947367
3.8,99,2.1052631578947367
3.8,99,2.1052631578947367
3.8,99,2.8947368421052633
3.8,99,2.1052631578947367
3.8,99,2.368421052631579
3.8,99,2.6315789473684212
3.8,99,2.6315789473684212
3.8,99,2.368421052631579
3.8,99,2.8947368421052633
3.8,100,2.8947368421052633
3.8,100,2.368421052631579
3.8,100,2.368421052631579
3.8,100,2.1052631578947367
3.8,100,2.1052631578947367
3.8,100,2.1052631578947367
3.8,100,1.842105263157895
3.8,100,2.1052631578947367
3.8,100,2.368421052631579
3.9,100,2.307692307692308
3.9,100,2.0512820512820515
3.9,100,2.0512820512820515
3.9,100,2.0512820512820515
3.9,100,2.0512820512820515
3.9,100,2.0512820512820515
3.9,100,1.794871794871795
3.9,100,2.8205128205128207
3.9,100,1.794871794871795
3.9,101,1.794871794871795
3.9,101,2.8205128205128207
3.9,101,2.0512820512820515
3.9,101,2.8205128205128207
3.9,101,2.0512820512820515
3.9,101,2.8205128205128207
3.9,101,1.794871794871795
3.9,101,1.794871794871795
3.9,101,2.0512820512820515
3.9,101,2.0512820512820515
4,101,2.75
4,101,2
4,101,2
4,101,2
4,101,2.75
4,101,2.25
4,101,2.25
4,101,2
4,101,2
4,101,1.75
3.9,101,1.794871794871795
3.9,101,1.794871794871795
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.6,90,1.9444444444444444
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,1.8918918918918919
3.7,89,2.972972972972973
3.7,89,2.162162162162162
3.7,90,1.8918918918918919
3.7,90,2.972972972972973
3.7,90,1.8918918918918919
3.7,90,2.972972972972973
3.7,90,2.162162162162162
3.7,91,2.162162162162162
3.7,91,2.972972972972973
3.7,91,2.162162162162162
3.7,91,1.8918918918918919
3.6,76,1.9444444444444444
3.6,76,3.0555555555555554
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,3.0555555555555554
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,3.0555555555555554
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.6,76,1.9444444444444444
3.5,76,2
3.5,76,2
3.5,76,2
3.5,76,2
3.5,76,2
3.5,76,2.2857142857142856
3.5,76,2.2857142857142856
3.5,76,2.2857142857142856
3.5,78,2
3.5,78,2
3.5,78,2
3.5,78,1.7142857142857142
3.5,78,2
3.5,78,2
3.5,78,2.2857142857142856
3.5,80,2.2857142857142856
3.5,80,2
3.5,80,2
3.5,80,2
3.5,80,2
3.5,80,2
3.5,80,2
3.5,80,2
3.5,82,1.7142857142857142
3.5,82,1.7142857142857142
3.5,82,2
3.5,83,2.2857142857142856
3.5,83,3.142857142857143
3.5,83,2.2857142857142856
3.5,83,2.2857142857142856
3.5,83,2
3.5,84,2.2857142857142856
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,3.142857142857143
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,3.142857142857143
3.5,84,2.5714285714285716
3.5,84,3.142857142857143
3.5,84,2.5714285714285716
3.5,84,2
3.5,84,3.142857142857143
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,2.2857142857142856
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.5,84,2.2857142857142856
3.6,84,2.5
3.6,84,2.5
3.6,84,2.5
3.6,84,2.5
3.6,85,2.5
3.6,85,2.5
3.6,85,2.5
3.6,85,2.5
3.5,84,2.5714285714285716
3.5,84,2.857142857142857
3.5,84,2.857142857142857
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,2.5714285714285716
3.5,84,2.857142857142857
3.5,84,2.857142857142857
3.1,81,2.903225806451613
3.1,81,2.903225806451613
3.1,81,2.903225806451613
3.1,81,3.225806451612903
3.1,81,3.225806451612903
3.1,81,3.225806451612903
3.1,81,3.225806451612903
3.1,81,3.225806451612903
3.1,81,2.903225806451613
3.1,81,2.903225806451613
3.2,73,1.875
3.2,73,1.875
3.2,73,1.875
3.2,73,1.875
3.2,73,1.875
3.2,73,1.875
3.2,73,1.5625
3.2,73,1.875
3.2,73,1.875
3.2,73,1.5625
3.2,73,1.5625
3.2,73,1.5625
3.2,73,1.875
3.2,73,1.875
3.2,73,1.875
3.2,73,1.5625
3.2,73,1.5625
3.2,73,1.5625
3.2,73,1.875
3.2,73,1.875
3.2,73,2.1875
3.2,73,2.1875
3.2,73,1.5625
3.2,73,1.875
3.2,73,1.875
3.2,73,1.5625
3.2,73,2.1875
3.2,73,2.1875
3.1,81,3.225806451612903
3,70,2.3333333333333335
3,70,2.3333333333333335
3,70,2
3,69,2.3333333333333335
3,69,2.3333333333333335
3,69,2
3,69,2
2.9,67,2.0689655172413794
2.9,67,2.413793103448276
2.9,67,2.413793103448276
2.9,67,2.0689655172413794
2.9,66,2.0689655172413794
2.9,66,2.0689655172413794
